Time,Velocity(f),Velocity,Throttle 
5.36,3468.97,7.99193,0.699925
5.37,3470.54,7.99554,0.699695
5.38,3470.54,7.99554,0.699862
5.39,3469.81,7.99387,0.699971
5.4,3469.81,7.99387,0.69982
5.41,3467.41,7.98833,0.699912
5.42,3469.69,7.9936,0.699928
5.43,3424.42,7.8893,0.699945
5.44,3467.53,7.98861,0.700226
5.45,3535.69,8.14565,0.700005
5.46,3470.54,7.99554,0.705003
5.47,3471.98,7.99887,0.700557
5.48,3468.97,7.99193,0.693088
5.49,3469.69,7.9936,0.699867
5.5,3467.41,7.98833,0.69972
5.51,3470.54,7.99554,0.700054
5.52,3471.98,7.99887,0.699996
5.53,3470.41,7.99526,0.700265
5.54,3469.69,7.9936,0.699952
5.55,3452.56,7.95413,0.699805
5.56,3469.69,7.9936,0.69998
5.57,3469.69,7.9936,0.700072
5.58,3471.26,7.9972,0.701974
5.59,3469.69,7.9936,0.700212
5.6,3467.53,7.98861,0.700229
5.61,3467.41,7.98833,0.700074
5.62,3468.97,7.99193,0.700254
5.63,3468.25,7.99027,0.700509
5.64,3471.98,7.99887,0.700553
5.65,3468.25,7.99027,0.700412
5.66,3469.81,7.99387,0.700513
5.67,3515.56,8.09926,0.700539
5.68,3580.89,8.24978,0.700565
5.69,3469.69,7.9936,0.700419
5.7,3469.69,7.9936,0.695403
5.71,3467.53,7.98861,0.687948
5.72,3470.41,7.99526,0.699514
5.73,3471.26,7.9972,0.69977
5.74,3469.69,7.9936,0.6998
5.75,3470.54,7.99554,0.699513
5.76,3471.26,7.9972,0.699433
5.77,3471.26,7.9972,0.699613
5.78,3471.26,7.9972,0.699537
5.79,3468.97,7.99193,0.69947
5.8,3472.1,7.99915,0.699477
5.81,3471.98,7.99887,0.699485
5.82,3469.69,7.9936,0.699744
5.83,3469.81,7.99387,0.699421
5.84,3471.98,7.99887,0.699436
5.85,3469.81,7.99387,0.699691
5.86,3470.41,7.99526,0.699695
5.87,3468.13,7.98999,0.699473
5.88,3469.81,7.99387,0.699714
5.89,3472.1,7.99915,0.699665
5.9,3468.13,7.98999,0.699929
5.91,3469.81,7.99387,0.69977
5.92,3469.69,7.9936,0.699535
5.93,3468.97,7.99193,0.699974
5.94,3469.81,7.99387,0.699816
5.95,3471.14,7.99693,0.699845
5.96,3468.97,7.99193,0.699942
5.97,3468.25,7.99027,0.699871
5.98,3469.69,7.9936,0.699742
5.99,3469.69,7.9936,0.699988
6,3468.97,7.99193,0.700089
6.01,3343.48,7.70281,0.699956
6.02,3468.97,7.99193,0.700053
6.03,3468.97,7.99193,0.713882
6.04,3471.26,7.9972,0.714678
6.05,3469.69,7.9936,0.701666
6.06,3469.69,7.9936,0.701687
6.07,3470.41,7.99526,0.701457
6.08,3469.69,7.9936,0.701637
6.09,3471.98,7.99887,0.701654
6.1,3468.97,7.99193,0.701592
6.11,3459.97,7.97119,0.701684
6.12,3469.81,7.99387,0.701449
6.13,3471.14,7.99693,0.702774
6.14,3423.72,7.88768,0.701768
6.15,3469.69,7.9936,0.701784
6.16,3470.41,7.99526,0.706872
6.17,3469.69,7.9936,0.707173
6.18,3469.69,7.9936,0.702415
6.19,3468.25,7.99027,0.702353
6.2,3469.81,7.99387,0.702445
6.21,3469.69,7.9936,0.702462
6.22,3467.41,7.98833,0.702466
6.23,3469.09,7.99221,0.702482
6.24,3555.43,8.19112,0.702512
6.25,3469.09,7.99221,0.702781
6.26,3424.31,7.88903,0.702627
6.27,3469.69,7.9936,0.693148
6.28,3468.13,7.98999,0.702136
6.29,3469.69,7.9936,0.707084
6.3,3469.69,7.9936,0.702387
6.31,3468.25,7.99027,0.702577
6.32,3471.98,7.99887,0.702431
6.33,3468.97,7.99193,0.702449
6.34,3417.87,7.8742,0.702625
6.35,3467.53,7.98861,0.70224
6.36,3467.41,7.98833,0.702574
6.37,3471.26,7.9972,0.708218
6.38,3513.95,8.09556,0.703091
6.39,3468.97,7.99193,0.703135
6.4,3469.69,7.9936,0.698045
6.41,3470.54,7.99554,0.69779
6.42,3471.98,7.99887,0.702483
6.43,3470.41,7.99526,0.702425
6.44,3468.97,7.99193,0.702349
6.45,3470.54,7.99554,0.702202
6.46,3471.98,7.99887,0.702377
6.47,3595.31,8.283,0.702549
6.48,3469.69,7.9936,0.702398
6.49,3469.69,7.9936,0.702251
6.5,3470.54,7.99554,0.688685
6.51,3469.69,7.9936,0.701749
6.52,3524.85,8.12067,0.701766
6.53,3469.81,7.99387,0.70169
6.54,3469.69,7.9936,0.701795
6.55,3468.97,7.99193,0.695743
6.56,3468.97,7.99193,0.701476
6.57,3564.81,8.21273,0.701505
6.58,3468.25,7.99027,0.701602
6.59,3468.25,7.99027,0.701624
6.6,3469.69,7.9936,0.691101
6.61,3468.25,7.99027,0.701155
6.62,3468.25,7.99027,0.701181
6.63,3471.98,7.99887,0.701048
6.64,3467.53,7.98861,0.701224
6.65,3468.97,7.99193,0.70084
6.66,3469.81,7.99387,0.700843
6.67,3469.69,7.9936,0.701336
6.68,3469.81,7.99387,0.701208
6.69,3469.69,7.9936,0.701136
6.7,3469.69,7.9936,0.701166
6.71,3469.81,7.99387,0.70117
6.72,3469.69,7.9936,0.7012
6.73,3468.97,7.99193,0.701217
6.74,3468.97,7.99193,0.701221
6.75,3468.97,7.99193,0.70125
6.76,3469.69,7.9936,0.701347
6.77,3471.98,7.99887,0.701369
6.78,3470.54,7.99554,0.70139
6.79,3469.81,7.99387,0.701332
6.8,3358.18,7.7367,0.701098
6.81,3469.69,7.9936,0.701339
6.82,3471.26,7.9972,0.701356
6.83,3471.26,7.9972,0.713654
6.84,3468.13,7.98999,0.70209
6.85,3469.09,7.99221,0.701935
6.86,3469.81,7.99387,0.701942
6.87,3469.69,7.9936,0.702294
6.88,3469.69,7.9936,0.702215
6.89,3469.69,7.9936,0.702156
6.9,3466.69,7.98667,0.702186
6.91,3469.69,7.9936,0.702203
6.92,3470.41,7.99526,0.70222
6.93,3469.69,7.9936,0.702568
6.94,3471.26,7.9972,0.702273
6.95,3468.25,7.99027,0.702211
6.96,3470.41,7.99526,0.702303
6.97,3469.81,7.99387,0.702148
6.98,3470.54,7.99554,0.702487
6.99,3469.81,7.99387,0.702274
7,3468.97,7.99193,0.702353
7.01,3469.81,7.99387,0.70229
7.02,3469.09,7.99221,0.702381
7.03,3544.34,8.16557,0.702491
7.04,3514.69,8.09727,0.702419
7.05,3467.53,7.98861,0.702515
7.06,3468.13,7.98999,0.694257
7.07,3516.3,8.10097,0.697076
7.08,3513.21,8.09385,0.702005
7.09,3469.69,7.9936,0.701969
7.1,3471.26,7.9972,0.696696
7.11,3469.81,7.99387,0.696765
7.12,3468.97,7.99193,0.701302
7.13,3428.06,7.89769,0.701147
7.14,3468.25,7.99027,0.701314
7.15,3470.54,7.99554,0.701423
7.16,3469.69,7.9936,0.705945
7.17,3470.54,7.99554,0.701798
7.18,3469.09,7.99221,0.701572
7.19,3468.25,7.99027,0.701677
7.2,3470.54,7.99554,0.701601
7.21,3469.81,7.99387,0.701772
7.22,3470.41,7.99526,0.701885
7.23,3470.41,7.99526,0.70166
7.24,3468.97,7.99193,0.701751
7.25,3471.98,7.99887,0.701701
7.26,3468.97,7.99193,0.701714
7.27,3467.53,7.98861,0.701886
7.28,3471.26,7.9972,0.701576
7.29,3470.54,7.99554,0.70191
7.3,3468.97,7.99193,0.702091
7.31,3469.69,7.9936,0.701711
7.32,3469.69,7.9936,0.701798
